shift_id,shift,units_per_hour,defect_rate,meets_sla
121,A,276.31,0.443,0
122,C,264.81,0.189,0
123,B,58.54,0.482,0
124,D,233.98,0.257,0
125,B,236.95,0.136,0
126,B,464.14,0.272,1
127,B,211.45,0.305,0
128,A,142.22,0.281,0
129,D,20.75,0.131,0
130,A,113.69,0.015,0
131,B,97.73,0.294,0
132,B,175.45,0.002,0
133,A,66.18,0.189,0
134,B,196.86,0.078,0
135,C,394.58,0.499,1
136,C,480.83,0.13,1
137,B,309.41,0.245,1
138,D,449.65,0.329,1
139,B,304.88,0.382,1
140,B,296.19,0.075,1
141,B,284.13,0.28,0
142,D,289.34,0.231,1
143,A,458.0,0.309,1
144,D,264.65,0.198,0
145,B,356.14,0.459,1
146,D,34.88,0.365,0
147,D,365.67,0.057,1
148,C,113.14,0.095,0
149,A,348.26,0.402,1
150,A,325.35,0.162,1
151,C,479.02,0.476,1
152,A,38.16,0.328,0
153,C,228.47,0.314,0
154,C,53.47,0.379,0
155,A,107.39,0.321,0
156,D,443.73,0.204,1
157,C,285.83,0.418,0
158,D,373.77,0.364,1
159,B,367.53,0.099,1
160,C,416.44,0.367,1
161,C,62.34,0.405,0
162,B,376.17,0.067,1
163,C,457.68,0.442,1
164,C,449.54,0.203,1
165,D,289.07,0.193,1
166,A,75.64,0.332,0
167,D,170.19,0.317,0
168,B,12.86,0.356,0
169,A,101.99,0.471,0
170,B,198.74,0.061,0
171,C,466.22,0.186,1
172,A,110.73,0.297,0
173,A,271.86,0.104,0
174,B,91.2,0.456,0
175,D,218.1,0.182,0
176,C,271.01,0.235,0
177,A,81.98,0.065,0
178,B,106.48,0.001,0
179,B,422.64,0.23,1
180,B,438.99,0.325,1
181,D,346.38,0.041,1
182,B,138.11,0.16,0
183,A,230.0,0.421,0
184,C,447.88,0.062,1
185,C,479.32,0.339,1
186,C,313.4,0.103,1
187,B,392.73,0.08,1
188,B,271.53,0.399,0
189,A,304.91,0.335,1
190,B,47.19,0.206,0
191,A,206.14,0.022,0
192,C,430.21,0.126,1
193,D,337.71,0.09,1
194,D,122.46,0.324,0
195,B,46.23,0.338,0
196,D,100.03,0.496,0
197,C,379.5,0.328,1
198,D,116.72,0.171,0
199,D,38.02,0.201,0
200,A,151.12,0.319,0
201,B,42.36,0.29,0
202,B,147.33,0.012,0
203,C,207.23,0.062,0
204,A,459.23,0.384,1
205,B,23.98,0.135,0
206,D,238.88,0.232,0
207,B,376.37,0.183,1
208,B,320.05,0.078,1
209,C,482.6,0.424,1
210,D,46.61,0.095,0
211,D,257.64,0.365,0
212,A,130.53,0.492,0
213,B,120.49,0.092,0
214,D,439.44,0.087,1
215,B,264.88,0.058,0
216,B,53.33,0.319,0
217,D,24.99,0.444,0
218,B,43.12,0.172,0
219,A,63.61,0.385,0
220,A,322.45,0.197,1
221,A,408.4,0.191,1
222,C,432.57,0.33,1
223,B,139.99,0.161,0
224,D,422.59,0.401,1
225,C,352.0,0.254,1
226,D,328.2,0.115,1
227,A,76.03,0.249,0
228,D,227.41,0.193,0
229,B,221.21,0.217,0
230,B,460.63,0.221,1
231,B,98.99,0.463,0
232,D,270.73,0.257,0
233,A,302.02,0.338,1
234,B,11.1,0.319,0
235,A,285.74,0.383,0
236,D,367.17,0.385,1
237,C,486.37,0.376,1
238,A,482.72,0.299,1
239,C,166.76,0.317,0
240,C,347.18,0.357,1
241,A,430.68,0.189,1
242,D,141.33,0.468,0
243,C,246.45,0.128,0
244,A,326.82,0.136,1
245,A,426.17,0.188,1
246,A,464.16,0.145,1
247,B,415.24,0.198,1
248,D,151.1,0.103,0
249,A,199.08,0.493,0
250,C,411.21,0.033,1
251,D,287.74,0.448,1
252,D,479.26,0.215,1
253,D,398.27,0.438,1
254,D,301.45,0.423,1
255,B,398.84,0.463,1
256,D,363.28,0.363,1
257,B,111.52,0.31,0
258,B,136.92,0.228,0
259,C,40.54,0.079,0
260,D,43.84,0.088,0
261,B,392.08,0.271,1
262,C,360.79,0.046,1
263,B,291.4,0.248,1
264,B,471.9,0.067,1
265,A,247.79,0.051,0
266,B,388.59,0.398,1
267,B,252.26,0.483,0
268,A,273.62,0.371,0
269,D,202.63,0.377,0
270,B,413.29,0.06,1
271,D,55.0,0.014,0
272,B,205.53,0.256,0
273,C,479.49,0.307,1
274,A,42.82,0.454,0
275,B,370.58,0.219,1
276,C,422.49,0.296,1
277,B,106.81,0.299,0
278,C,450.09,0.314,1
279,B,399.87,0.342,1
280,B,28.74,0.231,0
281,C,27.14,0.154,0
282,B,40.84,0.452,0
283,C,171.39,0.483,0
284,C,83.98,0.238,0
285,A,39.08,0.057,0
286,A,427.12,0.343,1
287,C,360.69,0.061,1
288,A,355.62,0.343,1
289,D,90.31,0.109,0
290,A,415.29,0.348,1
291,C,180.03,0.197,0
292,A,132.72,0.111,0
293,A,173.47,0.211,0
294,B,47.08,0.481,0
295,D,357.78,0.314,1
296,C,187.21,0.229,0
297,B,87.41,0.446,0
298,A,387.08,0.421,1
299,A,477.88,0.212,1
300,A,439.42,0.228,1
301,A,325.34,0.112,1
302,A,180.92,0.046,0
303,D,44.49,0.267,0
304,A,50.44,0.325,0
305,C,242.84,0.194,0
306,C,356.31,0.401,1
307,A,143.28,0.165,0
308,A,321.17,0.234,1
309,B,226.08,0.206,0
310,B,13.5,0.407,0
311,D,121.5,0.217,0
312,B,425.65,0.466,1
313,A,181.33,0.107,0
314,D,334.25,0.031,1
315,D,257.27,0.411,0
316,D,209.73,0.044,0
317,B,473.54,0.317,1
318,B,141.21,0.311,0
319,A,354.19,0.282,1
320,B,134.96,0.372,0
321,A,82.93,0.167,0
322,C,245.79,0.417,0
323,A,375.56,0.364,1
324,C,443.96,0.349,1
325,B,246.55,0.308,0
326,D,48.7,0.192,0
327,A,437.67,0.199,1
328,D,453.96,0.473,1
329,B,265.72,0.345,0
330,D,433.16,0.205,1
331,B,410.65,0.481,1
332,A,445.03,0.467,1
333,C,195.87,0.472,0
334,D,222.6,0.488,0
335,C,42.05,0.329,0
336,D,446.81,0.072,1
337,B,404.59,0.219,1
338,C,362.99,0.238,1
339,D,33.12,0.225,0
340,D,129.16,0.469,0
341,D,448.76,0.4,1
342,D,469.5,0.019,1
343,D,403.76,0.402,1
344,A,150.4,0.362,0
345,B,16.71,0.008,0
346,B,239.1,0.085,0
347,A,307.84,0.091,1
348,D,417.85,0.1,1
349,B,248.81,0.361,0
350,C,445.31,0.035,1
351,B,458.86,0.155,1
352,C,29.02,0.193,0
353,B,398.32,0.296,1
354,C,239.09,0.353,0
355,A,462.78,0.236,1
356,A,378.66,0.275,1
357,C,244.79,0.089,0
358,A,31.07,0.241,0
359,D,316.22,0.263,1
360,B,101.42,0.115,0
361,B,143.84,0.458,0
362,D,317.15,0.347,1
363,C,416.79,0.19,1
364,A,491.49,0.011,1
365,C,281.91,0.219,0
366,B,490.73,0.249,1
367,A,221.92,0.21,0
368,A,280.61,0.305,0
369,C,112.78,0.298,0
370,B,28.16,0.013,0
371,D,457.64,0.111,1
372,C,92.39,0.416,0
373,A,388.92,0.307,1
374,A,438.27,0.308,1
375,B,346.11,0.374,1
376,B,343.99,0.32,1
377,A,496.46,0.429,1
378,C,234.8,0.01,0
379,B,405.13,0.093,1
380,D,58.71,0.051,0
381,A,220.07,0.491,0
382,D,89.75,0.435,0
383,B,322.69,0.042,1
384,A,38.97,0.369,0
385,A,172.97,0.484,0
386,C,258.87,0.368,0
387,B,144.9,0.435,0
388,A,410.41,0.291,1
389,D,448.25,0.218,1
390,A,219.39,0.306,0
391,B,53.8,0.131,0
392,B,489.79,0.042,1
393,A,110.12,0.108,0
394,B,330.14,0.23,1
395,A,314.72,0.202,1
396,C,205.71,0.428,0
397,B,460.66,0.405,1
398,B,86.4,0.029,0
399,B,142.29,0.29,0
400,A,357.95,0.352,1
401,B,20.55,0.294,0
402,C,233.64,0.328,0
403,B,176.39,0.485,0
404,C,400.25,0.226,1
405,C,324.99,0.367,1
406,C,408.21,0.168,1
407,A,336.22,0.132,1
408,D,409.5,0.265,1
409,B,122.94,0.026,0
410,D,365.0,0.009,1
411,B,342.89,0.16,1
412,A,323.53,0.335,1
413,B,262.34,0.173,0
414,B,361.07,0.43,1
415,A,146.16,0.106,0
416,C,55.0,0.273,0
417,A,436.88,0.368,1
418,B,381.61,0.466,1
419,D,206.94,0.281,0
420,D,69.37,0.296,0
421,A,434.86,0.436,1
422,C,451.87,0.119,1
423,A,227.0,0.349,0
424,C,111.23,0.497,0
425,B,154.35,0.085,0
426,B,272.33,0.337,0
427,A,158.9,0.12,0
428,A,352.62,0.225,1
429,D,483.11,0.31,1
430,D,209.02,0.183,0
431,B,228.32,0.047,0
432,A,213.73,0.464,0
433,D,408.98,0.434,1
434,A,285.02,0.131,0
435,A,308.1,0.324,1
436,D,472.7,0.406,1
437,D,466.38,0.074,1
438,C,195.01,0.3,0
439,D,180.34,0.002,0
440,C,55.64,0.227,0
441,B,361.77,0.434,1
442,B,314.99,0.243,1
443,D,236.38,0.304,0
444,D,322.11,0.192,1
445,C,488.57,0.281,1
446,D,358.76,0.233,1
447,B,58.27,0.493,0
448,A,337.49,0.399,1
449,C,156.32,0.411,0
450,B,200.41,0.126,0
451,C,161.56,0.074,0
452,D,400.37,0.05,1
453,D,75.78,0.261,0
454,C,296.27,0.236,1
455,A,66.02,0.413,0
456,B,224.59,0.353,0
457,B,53.74,0.48,0
458,B,171.64,0.404,0
459,A,32.34,0.309,0
460,A,109.49,0.232,0
461,B,345.24,0.478,1
462,A,231.29,0.235,0
463,B,386.76,0.255,1
464,B,92.2,0.086,0
465,A,112.34,0.141,0
466,B,371.35,0.07,1
467,B,397.48,0.428,1
468,D,357.68,0.079,1
469,A,378.69,0.272,1
470,A,335.0,0.433,1
471,A,359.48,0.108,1
472,C,303.69,0.497,1
473,D,106.61,0.126,0
474,C,172.26,0.021,0
475,C,90.76,0.256,0
476,A,451.38,0.018,1
477,D,231.71,0.469,0
478,B,349.49,0.042,1
479,A,250.19,0.457,0
480,B,412.92,0.105,1
481,C,321.05,0.079,1
482,C,344.49,0.313,1
483,D,117.62,0.115,0
484,B,355.28,0.011,1
485,B,297.12,0.449,1
486,C,308.35,0.14,1
487,A,155.96,0.157,0
488,B,330.54,0.152,1
489,A,293.14,0.258,1
490,A,371.45,0.141,1
491,B,94.74,0.441,0
492,D,456.76,0.031,1
493,D,278.15,0.122,0
494,C,165.2,0.03,0
495,A,341.54,0.117,1
496,A,359.51,0.35,1
497,A,433.96,0.469,1
498,B,344.61,0.187,1
499,B,490.18,0.373,1
500,B,120.73,0.424,0
501,D,321.24,0.032,1
502,D,316.88,0.229,1
503,B,403.6,0.37,1
504,A,263.76,0.1,0
505,C,220.86,0.316,0
506,A,137.29,0.369,0
507,B,143.98,0.32,0
508,B,486.14,0.248,1
509,B,39.46,0.239,0
510,C,21.23,0.05,0
511,B,379.15,0.31,1
512,A,246.34,0.476,0
513,A,385.41,0.457,1
514,C,319.47,0.308,1
515,C,91.12,0.332,0
516,A,354.56,0.124,1
517,A,323.21,0.023,1
518,B,399.01,0.491,1
519,A,331.86,0.48,1
520,C,376.22,0.221,1
521,A,489.31,0.485,1
522,B,458.77,0.318,1
523,C,377.63,0.368,1
524,A,390.8,0.346,1
525,D,347.95,0.295,1
526,B,323.39,0.086,1
527,B,411.31,0.074,1
528,B,124.28,0.368,0
529,A,16.45,0.088,0
530,C,114.58,0.444,0
531,C,195.46,0.298,0
532,B,141.03,0.102,0
533,B,174.61,0.228,0
534,C,309.19,0.276,1
535,A,120.61,0.465,0
536,D,119.14,0.178,0
537,C,279.97,0.323,0
538,D,124.64,0.17,0
539,B,397.16,0.242,1
540,D,72.5,0.352,0
541,C,230.79,0.423,0
542,C,68.78,0.046,0
543,D,487.99,0.204,1
544,D,390.95,0.421,1
545,C,48.43,0.029,0
546,B,213.32,0.362,0
547,A,22.57,0.186,0
548,B,211.27,0.248,0
549,C,401.06,0.206,1
550,D,141.38,0.248,0
551,C,275.15,0.085,0
552,A,252.6,0.034,0
553,A,326.53,0.233,1
554,C,393.72,0.182,1
555,A,178.44,0.105,0
556,A,338.55,0.271,1
557,D,427.77,0.117,1
558,D,32.93,0.248,0
559,D,441.86,0.369,1
560,C,424.52,0.204,1
561,C,402.18,0.276,1
562,B,331.88,0.306,1
563,D,19.32,0.23,0
564,B,157.86,0.112,0
565,D,424.74,0.264,1
566,B,290.31,0.255,1
567,C,63.36,0.075,0
568,B,194.56,0.228,0
569,D,326.48,0.432,1
570,D,31.22,0.127,0
571,C,498.44,0.469,1
572,B,82.64,0.31,0
573,D,436.56,0.279,1
574,D,360.29,0.103,1
575,C,220.29,0.113,0
576,B,158.3,0.021,0
577,D,337.97,0.037,1
578,C,494.33,0.437,1
579,D,199.92,0.092,0
580,C,130.38,0.498,0
581,D,446.3,0.396,1
582,B,38.48,0.273,0
583,A,458.6,0.02,1
584,A,178.91,0.4,0
585,C,300.45,0.093,1
586,D,145.05,0.345,0
587,A,255.08,0.326,0
588,B,236.4,0.091,0
589,B,265.25,0.232,0
590,D,349.16,0.447,1
591,B,324.1,0.1,1
592,B,301.16,0.35,1
593,B,465.69,0.096,1
594,C,248.91,0.433,0
595,D,238.07,0.287,0
596,D,20.56,0.29,0
597,D,128.9,0.026,0
598,A,74.72,0.221,0
599,C,251.5,0.291,0
600,C,249.01,0.212,0
601,C,138.53,0.116,0
602,B,26.86,0.24,0
603,D,256.97,0.341,0
604,C,22.28,0.424,0
605,A,45.03,0.059,0
606,B,314.64,0.377,1
607,D,497.09,0.499,1
608,D,247.19,0.24,0
609,A,46.65,0.085,0
610,D,326.42,0.133,1
611,A,37.5,0.05,0
612,C,410.08,0.382,1
613,D,235.18,0.42,0
614,C,368.55,0.289,1
615,C,24.61,0.245,0
616,A,423.77,0.087,1
617,B,421.39,0.394,1
618,B,265.38,0.177,0
619,D,492.51,0.261,1
620,A,45.14,0.438,0
621,D,233.58,0.072,0
622,C,251.24,0.391,0
623,C,193.32,0.018,0
624,B,87.73,0.299,0
625,A,85.74,0.155,0
626,A,93.95,0.447,0
627,D,295.01,0.437,1
628,D,114.3,0.177,0
629,A,388.39,0.463,1
630,C,191.33,0.496,0
631,A,286.8,0.16,0
632,C,426.94,0.154,1
633,D,158.68,0.211,0
634,B,340.66,0.189,1
635,B,449.36,0.254,1
636,D,227.59,0.478,0
637,C,53.4,0.461,0
638,C,360.92,0.318,1
639,C,298.27,0.079,1
640,D,174.28,0.046,0
641,D,472.16,0.197,1
642,A,397.92,0.418,1
643,A,484.26,0.286,1
644,D,85.64,0.222,0
645,B,447.3,0.222,1
646,B,421.56,0.023,1
647,B,42.79,0.228,0
648,D,476.19,0.49,1
649,C,280.43,0.422,0
650,C,121.42,0.452,0
651,C,376.37,0.243,1
652,B,179.66,0.031,0
653,D,34.78,0.153,0
654,C,465.65,0.189,1
655,D,397.94,0.425,1
656,D,431.08,0.291,1
657,D,55.86,0.095,0
658,C,346.63,0.455,1
659,D,118.49,0.173,0
660,A,167.1,0.175,0
661,D,259.89,0.293,0
662,C,232.99,0.239,0
663,D,189.86,0.044,0
664,B,356.21,0.059,1
665,B,114.83,0.093,0
666,A,337.7,0.0,1
667,A,89.6,0.312,0
668,B,56.86,0.258,0
669,A,23.44,0.077,0
670,D,190.33,0.432,0
671,B,351.39,0.359,1
672,A,74.82,0.299,0
673,D,136.54,0.046,0
674,C,90.39,0.311,0
675,D,82.41,0.487,0
676,A,202.3,0.238,0
677,D,62.73,0.066,0
678,D,390.25,0.356,1
679,C,98.93,0.15,0
680,C,385.29,0.314,1
681,D,270.47,0.351,0
682,B,159.46,0.038,0
683,A,197.84,0.303,0
684,C,162.61,0.295,0
685,A,226.52,0.472,0
686,D,361.64,0.363,1
687,B,329.51,0.064,1
688,C,286.56,0.121,1
689,C,350.48,0.167,1
690,B,426.28,0.258,1
691,A,370.61,0.417,1
692,D,403.19,0.173,1
693,D,109.29,0.041,0
694,A,323.34,0.37,1
695,A,283.3,0.414,0
696,A,381.13,0.274,1
697,C,125.49,0.257,0
698,C,263.0,0.226,0
699,D,423.08,0.15,1
700,C,89.04,0.411,0
701,C,111.99,0.014,0
702,A,69.81,0.14,0
703,D,402.61,0.27,1
704,D,474.86,0.056,1
705,A,274.98,0.27,0
706,B,26.49,0.307,0
707,A,67.33,0.194,0
708,B,149.96,0.389,0
709,C,107.22,0.174,0
710,D,221.47,0.279,0
711,C,16.23,0.37,0
712,B,10.66,0.161,0
713,B,285.4,0.161,0
714,C,276.55,0.368,0
715,A,313.94,0.225,1
716,B,133.98,0.405,0
717,C,43.74,0.065,0
718,D,152.84,0.286,0
719,D,246.4,0.228,0
720,C,78.94,0.3,0
721,A,16.84,0.004,0
722,D,100.44,0.323,0
723,D,458.69,0.277,1
724,D,489.48,0.416,1
725,A,297.79,0.005,1
726,D,215.53,0.074,0
727,D,405.66,0.151,1
728,A,22.45,0.186,0
729,D,387.29,0.033,1
730,A,27.28,0.262,0
731,D,210.75,0.301,0
732,B,41.13,0.287,0
733,B,197.25,0.361,0
734,A,63.33,0.383,0
735,B,148.91,0.09,0
736,B,150.77,0.257,0
737,C,356.08,0.49,1
738,A,216.17,0.398,0
739,D,306.95,0.364,1
740,B,479.75,0.413,1
741,A,186.23,0.345,0
742,B,339.78,0.225,1
743,A,406.45,0.055,1
744,B,410.89,0.098,1
745,B,365.87,0.243,1
746,B,321.82,0.356,1
747,A,241.41,0.273,0
748,D,458.93,0.495,1
749,A,24.5,0.191,0
750,C,10.39,0.095,0
751,B,39.96,0.295,0
752,C,195.14,0.17,0
753,C,435.56,0.21,1
754,C,392.22,0.362,1
755,B,199.52,0.073,0
756,D,254.17,0.455,0
757,B,32.06,0.31,0
758,C,93.51,0.247,0
759,C,245.26,0.345,0
760,C,287.32,0.052,1
761,D,188.34,0.408,0
762,B,17.97,0.393,0
763,B,276.49,0.3,0
764,B,244.34,0.15,0
765,B,398.64,0.395,1
766,D,315.95,0.071,1
767,A,478.1,0.482,1
768,B,181.92,0.437,0
769,A,270.13,0.155,0
770,C,293.79,0.129,1
771,C,405.62,0.03,1
772,B,315.48,0.141,1
773,D,217.49,0.089,0
774,D,219.46,0.41,0
775,D,360.58,0.429,1
776,D,483.8,0.142,1
777,D,415.12,0.458,1
778,C,205.4,0.113,0
779,C,377.44,0.123,1
780,A,328.08,0.392,1
781,B,354.82,0.337,1
782,C,316.23,0.052,1
783,B,155.33,0.394,0
784,D,389.72,0.207,1
785,D,474.27,0.248,1
786,C,152.8,0.408,0
787,A,458.22,0.414,1
788,A,170.52,0.106,0
789,A,235.03,0.302,0
790,B,168.07,0.258,0
791,D,116.67,0.305,0
792,C,138.64,0.129,0
793,C,215.9,0.343,0
794,B,95.48,0.061,0
795,B,403.57,0.143,1
796,D,461.64,0.191,1
797,D,137.56,0.464,0
798,A,304.21,0.373,1
799,C,85.15,0.401,0
800,A,380.93,0.158,1
